index,Diff_VIX_1d,Diff_VIX_1w,Diff_VIX_2w,Diff_V2X_1d,Diff_V2X_1w,Diff_V2X_2w,Diff_EURUSD_1d,Diff_EURUSD_1w,Diff_EURUSD_2w,Diff_EURUSDV1M_1d,Diff_EURUSDV1M_1w,Diff_EURUSDV1M_2w,Diff_USGG10YR_1d,Diff_USGG10YR_1w,Diff_USGG10YR_2w,Diff_USGG2YR_1d,Diff_USGG2YR_1w,Diff_USGG2YR_2w,Diff_GDBR10YR_1d,Diff_GDBR10YR_1w,Diff_GDBR10YR_2w,Diff_GDBR2YR_1d,Diff_GDBR2YR_1w,Diff_GDBR2YR_2w,Diff_SX5E_1d,Diff_SX5E_1w,Diff_SX5E_2w,Diff_SPX_1d,Diff_SPX_1w,Diff_SPX_2w,Diff_SRVIX_1d,Diff_SRVIX_1w,Diff_SRVIX_2w,Diff_CVIX_1d,Diff_CVIX_1w,Diff_CVIX_2w,Diff_MOVE_1d,Diff_MOVE_1w,Diff_MOVE_2w
879,0.21,4.84,0.26,1.7234,4.4011,-0.7414,-0.014,-0.0276,-0.0257,0.425,0.94,0.6925,-0.0183,0.0151,0.1268,1.00E-04,0.0165,0.0773,-0.072,-0.163,-0.045,-0.031,-0.117,-0.105,-45.15,-98.71,9.06,1.97,-25.91,14.83,0,0,0,0.3854,0.6883,0.1555,3,11.5,21.2
880,0.95,-0.32,-2.13,0.3677,0.7568,0.4773,-0.0004,-0.0051,0.0106,0.285,0.6025,0.285,0.0396,-0.0236,0.0521,0.0353,0.0145,0.0552,0.031,-0.056,0.06,0.009,-0.037,-0.009,-6.85,-34.56,-45.15,-17.79,-9.61,25.95,-0.02,-0.14,0.1,0.09,0.57,0.34,-0.6697,-0.6696,0.7178
881,0.98,-0.82,-2.78,0.5049,-0.4491,-3.2848,-0.0104,0.006,0.0029,-0.16,-0.2,-0.05,0.0354,0.2002,0.2594,0.0326,0.0152,0.111,-0.016,0.125,0.255,-0.011,0.042,0.051,-9.09,-26.61,81.73,-7,1.68,24.2,0,0,0,-0.0381,-0.1154,0.1399,0.4,8.5,12.7
882,1.03,1.29,-0.98,-0.231,1.6568,-3.9032,-0.0026,-0.0071,0.0016,-0.1375,0.0875,-1.7975,-0.0149,0.0532,0.1177,-0.004,0,0,0.009,0.07,0.146,0.01,0.042,0.059,10.07,3.06,47.11,-5.04,-9.52,-5.71,0.16,0.05,-0.87,-0.08,0.3,-0.54,3,2.3,-3.7894
883,-0.9,-0.48,1.03,-0.4985,0.4127,0.5653,0.0012,-0.0071,-0.0158,-0.15,-0.1254,-0.4,0.05,0.1056,-0.0524,0.0429,0.0492,-0.0761,0.031,0.079,-0.024,0.017,0.001,-0.074,8.23,-10.41,-45.09,4.82,-0.79,-27.88,0,0,0,-0.101553,-0.152836,-0.250665,-2.7,-1.2,1.9
884,-0.07,-0.39,-3.03,0.4716,-1.0953,-1.6463,0.0168,0.029,0.0831,-0.6425,-1.645,-4.5725,-0.0607,-0.1484,-0.1398,-0.0435,-0.052,-0.0776,0.027,-0.058,0.116,0.003,-0.028,0.007,-33.16,-41.66,-107.76,3.12,15.33,73.62,0.11,0.17,0.71,-0.37,-0.51,-2.42,0.9443,0.8188,6.5108
885,-1.23,-2.46,1,-1.4259,-2.9332,-1.45,-0.0015,-0.0097,-0.0006,-0.1725,0.095,0.5775,0.0147,0.0769,0.0825,0.0248,0.0874,0.0582,0.011,0.059,0.059,0.002,0.024,0.013,19.46,108.75,58.4,20.6,80.29,40.01,-0.21,-2.83,-1.47,-0.15,-0.23,0.02,-1.6658,-7.2534,0.9978
886,-0.17,-3.28,-7.95,-1.0107,-5.1371,-8.6144,-0.0045,-0.0034,0.0154,-0.435,-0.71,-1.105,-0.0167,-0.032,-0.0744,0.002,-0.0043,-0.0094,-0.022,-0.048,0.012,-0.006,-0.03,0.018,14.64,137.26,222.97,-16.2,25.95,116.68,-0.07,0.59,-1.07,-0.23,-0.28,-0.7,0.74,2.21,-2.4
887,-1.34,-0.06,-2.54,0.1303,0.6058,-0.4343,-0.0013,-0.003,0.01,0.2125,0.405,0.1625,-0.0108,-0.1013,0.0233,-0.0125,-0.0593,0.0323,-0.012,-0.087,0.027,-0.007,-0.057,-0.032,-9.46,-41.55,-13.05,-3.44,-11.02,49.6,-0.05,-0.74,0.15,0.32,0.54,0.28,1.0578,-0.686,1.3931
888,-0.04,0.77,-0.06,-0.4987,0.3412,-0.7913,0.0026,-0.0014,0.0011,0.015,0.23,-0.015,0.0306,-0.0672,0.0089,0.0177,1.00E-04,0.0043,0.016,-0.026,0.033,0.005,0.004,0.009,19.12,0.06,49.21,2.31,-15.09,-13.3,0.7,-0.08,0.65,0,0.1,0.13,0.8022,-5.5203,-1.1098
889,0.41,0.42,1.23,-0.2196,-2.3253,-0.3065,0.0025,0.0133,0.016,0.135,-0.2625,-0.6075,-0.0393,0.0503,0.0216,-0.0345,0.0369,-0.0122,-0.011,0.079,0.065,-0.011,-0.003,-0.025,5.92,35.5,-70.13,-18.34,-1.35,-69.07,-0.14,0.87,1.85,0.1,-0.3,-0.19,-0.0853,-0.8393,3.0564
890,1.13,-0.57,4.12,0.7957,-2.6582,5.8169,-0.0094,0.0043,-0.0224,0.2725,-0.58,1.43,-0.0255,0.0275,-0.2243,0.0042,-0.0232,-0.1012,-0.014,0.074,-0.055,-0.01,0.137,-0.143,-53.98,24.08,-122.18,-17.16,-1.74,-61.31,0,0,0,0.2167,-0.1291,0.9296,1.6,-1.3,-8
891,-3.4,-21.04,-49.27,2.6654,-17.9807,-49.502,0.0021,-0.0283,0.0021,0.76,-3.87,-3.57,0.1642,0.6225,0.445,0.2038,0.5219,0.543,0.001,0.232,-0.163,-0.013,0.179,0.061,-33.14,379.76,888.46,86.86,343.67,704.1,1.54,-5.15,-8.57,0.48,-2.95,-5.38,1.92,-58.81,-19.64
892,0.01,1.42,-2.85,1.14,1.4265,-3.5288,-0.0024,0.0046,0.0157,-0.01,0.2325,-0.085,0.0056,-0.0308,0.0858,-0.0022,-0.051,0.0466,-0.005,0.038,0.146,0.006,0.02,0.07,-15.96,-16.41,59.52,16.34,-0.65,108.44,0.31,1.02,-0.24,-0.03,0.1,-0.29,3.1278,2.3308,-8.3272
893,0.11,-2,-1.68,1.2727,-0.1026,1.7972,-0.019,-0.0339,-0.04,0.0625,1.18,1.4625,-0.0163,0.0275,0.0605,0.0079,0.0277,0.0679,0.012,0.007,-0.033,0.05,-0.027,-0.003,-19.58,17.25,21.7,-5.41,12.75,36.69,0,0,0,-0.2404,0.4542,0.9252,0.4,-2.3,-3
894,1.17,3.23,0.9,0.3556,4.9385,-1.4533,-0.0075,-0.0041,0.0008,0.0475,0.06,0.9275,0.0337,0.0317,0.0954,0.0277,0.0535,0.0532,0.042,-0.086,0.092,0.008,-0.018,0.022,33.2,-34.65,201.8,-8.76,-37.91,20.05,0.67,1.53,2.14,-0.02,0.18,0.02,-0.1829,5.9012,7.2311
895,1.69,4.32,4.31,2.9981,7.6306,6.9194,-0.0029,-0.0005,0.0029,0.2225,0.775,0.7075,-0.0181,-0.0051,0.08,0.004,0.0013,0.0445,0.007,0,0.031,-0.013,0.014,0.019,17.34,-87.95,-78.28,-25.28,-76.55,-11.93,-0.04,1.2,0.23,-0.2,0.35,0.44,-2.28,1.8782,2.85
896,1.99,6.12,5.73,1.6298,4.8767,7.0994,-0.0088,-0.0058,-0.0155,0.68,0.975,1.21,0,-0.2124,-0.1072,0,-0.036,-0.0285,-0.001,-0.131,-0.084,-0.009,-0.078,-0.066,-54.49,-306.23,-321.1,-67.01,-129.22,-124.35,0.2,-1.16,-0.27,0.27,0.4,0.67,3.98,1.55,4.12
897,-0.33,0.41,-3.34,2.7552,1.8255,-0.0515,0.0066,0.0136,0.026,0.0475,0.3825,0.99,0.0346,-0.0112,0.1017,-0.0051,-0.0616,-0.0273,0.058,0.058,0.12,0.011,-0.035,-0.002,-37.17,-42.36,-9.53,-1.02,27.24,53.53,1.51,3.9,2.98,0.07,0.41,0.53,3.6466,5.5346,3.0133
898,-0.07,2.61,2.41,-0.4481,3.6831,4.2737,-0.0027,-0.0082,-0.0195,0.145,0.355,0.2675,-0.0017,-0.0885,-0.0373,0.004,-0.0242,-0.0158,0.003,-0.09,-0.027,0.007,-0.032,-0.01,11.07,-46.84,-74,2.16,-35.54,-54.44,-0.02,-0.74,0.94,-0.16,-0.04,0.12,1.2,2.9,4.5
899,2.08,4.62,4.68,1.8134,5.3557,6.466,-0.0118,-0.0169,-0.0228,0.4125,1.2275,0.8225,-0.074,-0.1467,-0.1798,-0.0924,-0.1727,-0.2196,-0.112,-0.109,-0.231,-0.017,-0.02,-0.082,-13.05,-28.65,-47.44,-34.15,-58.94,-96.99,-0.28,0.59,0.01,0,-0.04,-0.26,1.1351,8.5349,7.0342
900,0.2,0.43,1.03,1.3951,1.8839,3.2858,-0.0171,-0.0288,-0.0355,-0.25,0.2825,0.95,0.0517,0.135,0.0358,0.022,0.0525,0.003,0.035,0.116,0.012,-0.013,0.018,-0.056,-21.61,-22.17,-92.54,-22.4,-28.29,-33.32,0.63,3.44,5.64,0.04,0.73,1.27,5.4423,17.0603,18.7818
901,0.55,-1.27,1.51,-0.3111,0.8934,-0.1212,0.0052,-0.0289,-0.0268,-0.195,0.02,-0.28,-0.0108,0.1305,0.0577,-0.024,0.0404,0.0408,0.045,0.028,-0.072,0.073,-0.008,0.019,-4.89,35.59,-37.93,-0.79,13.08,-24.7,0,0,0,-0.0284,-0.2189,-0.0539,2.9,3.9,6.2
902,-2.55,0.48,0.44,-2.2478,1.2964,0.2457,0.0149,0.0164,0.0016,-0.355,-0.3575,0.105,0.0274,0.0159,0.0507,0,0.0002,0.0185,0.049,0.017,0.061,0.022,0.011,0.017,55.81,-53.58,-102.7,22.56,-4.21,-23,0.33,0.63,0.97,-0.27,-0.14,0.41,-0.0459,1.8849,2.687
903,-5.73,-9.69,-9.72,-4.1427,-5.9287,-5.1959,0.0185,0.0032,0.0191,-1.095,-0.46,0.8725,0.2415,0.1359,0.0271,0.0972,0.0239,0.0889,0.062,0.023,0.007,0.069,-0.084,0.035,73.66,202.01,310.85,37.67,83.51,126.02,0,0,0,-0.4794,0.0679,0.7888,-4.5,1.3,-5.3
904,1.06,2.72,3.38,1.0742,1.144,1.3697,-0.0015,0.0019,-0.0037,0.2175,-0.315,0.4825,-0.0929,-0.2728,-0.3304,-0.0941,-0.2423,-0.3302,-0.08,-0.11,-0.164,-0.023,-0.05,-0.164,-33.87,-65.99,-77.21,-38.22,-63.15,-68.95,1.59,0.46,1.39,0.49,0.74,0.49,1.6847,4.8983,1.9383
905,-0.22,-0.85,-6.26,-0.0029,0.5608,-5.2398,0.0083,0.0162,-0.0033,-0.175,0.1575,0.005,-0.0463,0.0272,0.1617,-0.0404,-0.034,0.0497,0.005,0.069,0.166,0.008,0.077,-0.093,5.94,-30.3,76.7,-0.99,-15.44,13.48,0,0,0,-0.0836,0.2378,0.1617,-1.2,3.8,2.6
906,-1.99,-0.22,3.28,0.0609,0.8502,4.2476,0.0075,0.0008,-0.0075,-0.01,0.195,1.025,0.051,0.0457,0.0275,0.0289,0.0087,-0.0364,0.019,0.046,0.02,0.004,0.005,-0.03,-28.41,-37.62,-104.59,23.43,9.84,-70.78,-0.37,-0.28,-0.34,-0.18,-0.06,0.35,-1.7519,0.0796,1.4854
907,-0.09,0.59,1.04,-2.2332,0.1592,1.3166,-0.0082,0.0042,0.0089,-0.09,-0.3925,0.26,0.0145,0.0218,0.0219,-0.0084,-0.0251,0.0138,0.053,0.083,0.078,0.02,0.062,0.042,43.58,-75.94,-133.84,9.08,8.9,1.43,0.02,0.72,3.12,0.11,-0.23,0.25,2.1064,-1.1168,2.0444
908,1.6,2.39,2.1,0.9882,2.2714,2.8834,-0.0048,0.0016,0.0091,0.565,0.345,0.1525,0.0074,-0.0163,-0.0089,0.0142,-0.0352,-0.04,0.007,-0.058,-0.031,0.009,-0.012,-0.018,-7.57,-4.57,-30.72,-23.21,-61.68,-67.88,0.2,1.71,2.59,0,0.15,-0.14,1.3279,2.8895,4.3499
909,-2.57,0.07,4.31,0.1178,1.5526,4.2646,0.001,0.0194,0.0177,0.1075,-0.41,-0.3625,-0.0894,-0.1349,-0.2265,-0.0196,-0.0396,-0.0279,-0.064,-0.051,-0.016,-0.014,-0.012,-0.003,-5.06,-78.33,-143.24,50.57,-5.15,-92.42,-2.3,-5.32,-6.05,0.18,-0.21,-0.08,-8.13,-9.74,-13.11
910,-0.95,-0.46,-36.31,-7.538,1.5585,-36.8207,-0.0046,-0.0234,-0.0206,-0.705,-0.95,-5.205,0.1121,0.3487,0.4565,0.1485,0.4642,0.5805,0.064,0.143,0.198,0.036,0.124,0.199,126.43,92.34,910.69,24.54,-45.18,498.12,-0.9,2.61,-13.16,0,-0.18,-7.23,-17.08,-4.37,-60.03
911,-1.52,0.46,-1.4,-0.7362,0.1648,-3.1326,-0.0062,-0.0117,0.0179,-0.135,0.0225,-0.665,-0.0434,-0.0008,-0.4236,-0.0041,0.0597,-0.0829,0.015,0.03,-0.204,0.029,0.031,-0.033,16.68,-17.73,139.83,13.61,-25.68,38.1,-1.74,0.98,-15.09,-0.55,-0.2,-0.88,0.4445,1.3199,-26.1068
912,-0.87,-6.49,-5.07,-0.9457,-3.5296,-2.1031,0.0044,-0.0036,0.001,-0.475,0.045,0.2775,0,0.0715,0.0407,0,0.0322,-0.0188,0.044,0.075,0.113,0.03,0.046,0.066,35.79,151.1,134.69,1.14,118.44,117.79,0.01,-0.69,0.33,-0.18,0.04,0.14,0,0.8124,3.1432
913,-0.03,4.23,6.29,-0.3145,2.4255,4.0657,0.002,0.0294,0.0437,-0.51,-1.83,-2.4325,-0.0286,-0.4353,-0.4893,-0.0361,-0.1845,-0.2505,-0.034,-0.165,-0.12,0,-0.019,0.051,-14.15,-30.52,-23.69,-8.04,-32.68,-66.66,0.93,-5.69,-5.71,-1.02,-0.89,-0.98,3.8754,-16.8746,-8.2361
914,-0.35,6.97,3.44,2.338,5.6585,6.1382,0.0013,-0.0275,-0.0929,0.3175,-0.17,-2.0975,0.0128,-0.0185,0.2373,-0.0081,-0.0088,0.0802,-0.011,-0.134,-0.049,-0.093,-0.155,-0.143,7.26,-152.28,-233.72,6.85,-73.17,-85.16,0,0,0,0.0681,-0.0982,-0.7614,-1.3,15.4,35.2
915,1.07,2.63,0.24,1.9031,4.5422,3.2052,-0.0006,0.0054,-0.0412,-0.27,0.965,-1.4275,-0.0073,-0.0646,-0.2842,0.008,-0.0164,0.0079,-0.019,0.03,-0.216,-0.031,0.11,-0.057,9.25,10.85,-6.64,0.89,-0.47,22.24,0,0,0,-0.4574,0.0647,-1.5041,-1.6,2.6,-22.5
916,1.97,3.62,3.42,2.7766,5.6456,8.2773,-0.0075,-0.0098,-0.0147,1.175,1.665,2.13,-0.0243,-0.3081,-0.5676,-0.008,-0.096,-0.1376,-0.039,-0.234,-0.25,0.009,-0.126,-0.192,-59.52,-97.08,-120.12,-15.46,-22.21,-29.16,0,0,0,0.3941,0.4116,0.501,0.8,-2,-15.1
917,0.6,3.75,4.63,0.3471,2.8173,4.3417,0.0046,0.0031,0.0265,0.085,0.705,0.3725,-0.0449,-0.0121,-0.0386,-0.048,0.0248,0.001,-0.046,-0.053,-0.015,-0.006,0.064,0.028,-31.74,-52.34,-62.14,2.38,-24.35,-24.08,0,0,0,0,1.0896,0.7005,-2.1,2.6,4.2
918,-0.32,0.74,-1.8,-1.6616,-0.7774,-3.0522,-0.0049,-0.0172,-0.0195,0.0025,0.4,-0.0775,0.0126,-0.0438,-0.0833,-1.00E-04,-0.0123,-0.0449,0.019,-0.095,-0.091,0.005,-0.097,-0.125,63.35,88.56,98.46,5.75,-7.47,14.36,-0.24,-0.85,0.6,-0.05,0.04,-0.14,1.0679,5.3933,3.2293
919,-0.27,0.44,-5.93,-0.4627,-0.0105,-6.68,-0.0117,0.0078,0.0114,0.13,-0.1675,-0.485,0.0073,0.1023,0.2038,-0.0162,0.0311,0.0549,-0.032,0.264,0.357,-0.052,0.084,0.085,-5.29,115.37,331.98,-1.29,41.76,98.55,0,0,0,-0.1669,-0.2468,0.1184,11.9,23.4,16.6
920,-3.18,2.06,0.04,-5.1263,0.0741,-0.4665,0.0063,-0.0119,-0.0043,-0.6075,-0.2225,0.9175,0.0998,0.2445,0.2823,0.0734,0.0926,0.2205,0.052,0.111,0.162,0.008,0.129,0.216,75.49,44.86,58.29,28.19,2.33,24.81,0,0,0,-0.2553,0.1389,1.2607,9.1,23.3,33.2
921,1,1.6,1.44,1.378,4.1466,3.077,0.0053,0.0264,0.0434,0.2325,-0.28,-0.395,-0.0159,-0.0088,-0.155,-0.012,-0.0038,-0.1268,0.002,0.054,0.02,0.008,0.055,0.064,-26.12,-114.3,-174.58,-9.25,-28.65,-65.55,-0.03,0.17,-0.39,0.03,-0.35,-0.52,-0.0881,4.6348,1.4864
922,0.65,0.09,-0.48,0.4093,0.4275,1.1556,-0.0038,-0.001,0.0053,-0.05,0.075,0,-0.0338,-0.1138,-0.2008,-0.0258,-0.1032,-0.1569,-0.003,-0.098,-0.155,0.003,-0.105,-0.136,-31.2,-36.7,-60.83,-14.38,-21.28,-16.04,0,0,0,0.024235,0.027941,0.100622,0.4,0.1,-3.7
923,-1.81,2.38,4.85,-1.1468,3.759,7.6903,-0.0023,0.0027,-0.0005,-0.2725,-0.09,-0.0625,-0.0173,-0.1502,-0.1087,-0.0138,-0.054,-0.1311,-0.01,-0.073,-0.057,0,-0.012,-0.026,38.89,-37.99,-147.61,56.58,-34.3,-114.33,0.61,-0.58,-0.23,0.1,0.24,-0.03,-3.23,-2.27,-5.32
924,-4.94,-0.07,0.27,-2.6037,-0.3027,-0.9314,-0.0062,-0.0116,-0.0099,-0.4225,-0.08,0.295,0.1014,0.0458,0.1159,0.0529,-0.0045,0.015,0.057,0.025,0.143,0.024,-0.013,0.048,57.06,46.86,80.67,43.64,2.25,-12.24,-0.97,-0.23,0.66,-0.57,-0.51,-0.4,-7.0798,-0.2757,2.0062
925,-1.34,-2.37,3.73,-2.4006,-0.9898,4.6649,-0.0081,-0.0008,-0.0069,0.4275,0.115,1.41,0.0231,0.1129,0.0829,0.0195,0.0704,0.0743,-0.006,0.01,0.004,-0.009,-0.003,-0.005,60.65,-20.68,-146.41,6.52,18.73,-57.07,-0.63,-0.96,-0.27,-0.16,0.22,1.1,-1.8551,-7.0536,-5.4705
926,-0.46,0.08,0.57,-0.447,1.8358,1.1357,-0.0041,0.0019,-0.002,-0.0625,0.5475,0.9825,-0.0018,-0.0142,0.0608,0.0263,0.0222,0.076,-0.026,-0.004,-0.001,-0.006,-0.002,-0.009,9.21,-32.75,-15.79,11.75,-12.34,-39.61,0.04,1.67,2.52,0.02,0.25,0.28,-0.74,8.64,11.73
927,1.61,5.13,6.5,0.7779,7.1931,7.5986,-0.002,-0.0086,-0.0205,0.4475,0.705,0.79,0.0439,-0.0672,0.0193,0.0653,0.0117,0.0479,0.026,-0.05,-0.014,-0.002,-0.021,-0.008,-19.13,-155.91,-169.76,-27.54,-89.61,-100.04,0.08,1.15,1.47,0.19,1.15,0.61,2.6578,2.0245,6.93
928,0.72,-2.17,2.69,0.9324,-0.1178,1.542,-0.004,-0.0102,-0.0209,0.15,0.05,-0.25,0.0411,0.0375,-0.0212,0.0502,0.0692,-0.0297,-0.002,0.013,0.009,-0.015,-0.054,-0.061,-11.58,-7.35,-69.13,3.44,17.46,-15.53,0,0,0,0.045899,-0.042432,-0.202184,-4.2,-5.1,1.1
929,0.36,2.23,3.78,1.4587,4.0496,3.6525,-0.0077,-0.0129,-0.0407,0.295,0.86,1.7325,0.0749,-0.0548,-0.0997,0.0334,-0.004,0.0199,-0.012,-0.237,-0.232,-0.002,-0.072,-0.098,-36.91,-121.15,-139.42,-7.1,-32.64,-60.51,0.43,1.36,0.15,0,0.57,1.29,-0.7,-3,2.6
930,-0.66,0.48,2.19,-0.1539,-1.1391,2.6803,-0.0056,-0.0118,-0.0551,0.375,0.15,-0.375,-0.0881,-0.162,-0.1199,0.0247,-0.2119,-0.0787,-0.049,-0.069,-0.132,-0.06,-0.116,-0.24,5.32,44.74,-53.48,18.35,7.18,-12.81,0,0,0,0.27231,0.13015,0.04272,1.9,-8.2,3.1945
931,-0.15,0.07,-2.22,-0.2672,1.2659,-0.7305,-0.0016,-0.0176,-0.0193,0.065,0.275,-0.01,0.0175,0.1644,0.2543,0.016,0.0566,0.0702,-0.026,0.02,0.158,-0.005,0.013,0.042,3.69,-11.71,1.49,-7.16,-4.24,16.05,0,7.64,7.25,0.13,0.26,0.28,3.7286,19.1992,14.3902
932,-1.54,-6.3,0.2,-0.4106,-8.6628,-1.2749,0.0039,-0.0133,0.0082,0.755,-2.66,-2.1275,0.0038,0.1804,0.0999,-0.0237,0.0485,0.0051,0.007,0.115,0.085,0.006,0.052,0.03,25.91,224.95,10.15,35.4,86.37,-2.38,-0.06,-3.48,-0.64,-0.1,-1.61,-1.03,2.0905,-14.1849,-2.3623
933,0.34,0.1,-2.02,-1.4391,-0.466,0.7982,0.0019,0.0124,0.0308,-0.16,-0.41,-0.7675,0.0237,-0.0517,-0.2254,0.0001,-0.0082,-0.0517,-0.024,-0.005,-0.062,-0.004,0.001,-0.006,10.75,-6.77,-63.39,-4.87,-25.32,55.15,0.15,0.52,-3.09,-0.13,-0.65,-0.61,0.69,-6.31,-9.23
934,0.08,-0.09,-1.2,-0.3517,0.1762,-2.1304,-0.0007,0.0024,-0.0095,0.2225,0.27,-0.825,-0.0035,0.0173,-0.0006,0.0019,0.0077,0.0596,-0.014,-0.007,-0.063,-0.004,-0.013,-0.031,-0.17,-35.39,-6.15,-14.23,-32.24,-39.64,0.18,-0.13,0.66,0.17,0.29,-0.07,-0.29,-4.91,-4.87
935,-1.63,-1.36,-4.67,-1.4148,-1.5122,-5.7098,-0.0045,-0.0099,0.0136,-0.115,0.14,-1.115,0.0251,0.028,-0.3271,-0.0121,0.0477,-0.0744,0.001,0.08,-0.21,-0.005,0.064,-0.068,36.2,16.71,207.57,16.68,3.77,69.72,-0.35,-0.26,-15.66,-0.05,0,-1.4,2.4133,6.2843,-26.2337
936,-0.35,5.59,6.1,2.338,5.9706,7.6088,0.0013,-0.0345,-0.0962,0.3175,-0.4075,-2.035,0.0128,-0.0812,0.2194,-0.0081,-0.0494,0.0557,-0.011,-0.22,-0.094,-0.093,-0.177,-0.158,7.26,-216.48,-304.48,6.85,-70.51,-139.54,0,0,0,0.0681,-0.1066,-0.5873,-1.3,18.3,40.2
937,0.91,1.03,0.54,1.0038,1.9993,1.8012,0.0013,-0.004,0.0032,0.285,0.275,0.5575,0.0193,0.0908,0.1047,0.0021,0.027,0.0523,-0.028,-0.007,0.053,-0.011,-0.017,-0.021,-23.32,3.6,2.77,-21.65,-36.24,-68.7,0.55,2.65,2.31,0.12,0.33,0.51,2.83,9.95,9.18
938,0.54,0.06,-0.94,-0.2091,0.9577,-1.1447,0.0123,0.0214,0.0179,-0.6275,-0.7475,-1.02,-0.0864,-0.07,-0.2048,-0.0164,-0.009,-0.0262,-0.11,-0.061,-0.174,-0.043,0.014,-0.003,-12.08,-33.54,-3.62,-7.03,-23.8,-23.84,-0.14,-2.78,-4.66,-0.43,-0.63,-0.75,-6.4532,-7.0893,-19.3487
939,0.87,-0.92,-1.67,0.4321,1.2821,-0.2553,0.0015,-0.0073,0.0013,-0.115,-0.13,0.245,-0.007,-0.1073,-0.0891,0.002,-0.0345,-0.037,-0.027,-0.149,-0.092,-0.011,-0.07,-0.009,-16.03,-73.15,-27.01,-11.54,-4.6,16.65,0.07,-3.67,-2.24,-0.02,-0.1,-0.11,-1.6,-7.1,-11.6
940,-0.28,-1.18,-1.73,-0.3269,-0.0315,-1.1241,0.0099,0.021,0.0337,-0.1175,-2.5425,-2.185,-0.0716,-0.1241,-0.2292,-0.0207,-0.1087,-0.1715,-0.092,-0.16,-0.172,-0.02,-0.026,0.015,7.7,-18.07,-27.33,0.94,-11.96,15.35,-0.17,0.02,0.54,0.46,-0.15,-0.07,-2.8554,-7.3209,-0.2106
941,-0.4,-7.32,-4.72,0.7031,-10.3117,-10.168,0.0029,0.0094,0.0063,0.085,-2.99,-1.3575,0.019,0.1271,0.0481,0.012,0.081,0.0502,0.036,0.062,0.035,-0.004,0.007,0.045,-38.79,148.38,59.02,-2.72,30.35,26.16,0.22,-0.74,-0.54,-0.23,-2.07,-0.86,1.8196,-13.2972,-11.0518
942,0.31,4.92,6.67,0.878,0.292,7.0802,-0.0074,-0.0046,-0.0315,-0.2,0.35,0.45,-0.0423,-0.1038,-0.2563,-0.0166,-0.0328,-0.0492,-0.031,-0.125,-0.233,0.019,-0.117,-0.085,-13.34,-67.07,-131.54,-0.07,-48.29,-45.73,0,0,0,0.00514,0.1921,0.58356,-1,9.1,17
943,-0.21,-1.69,-0.28,-2.0209,-0.4777,1.6267,-0.005,-0.0071,-0.0096,0,0.2,0.1,0.0099,-0.0338,-0.138,0.0259,0.0284,-0.1314,0,-0.056,-0.096,-0.002,-0.056,-0.079,49.47,10.55,-79.96,-1.39,15.25,-7.65,0,0,0,0.042958,-0.030886,0.062834,0.5,0.8,4.7
944,-2.66,0.17,2.31,-3.0227,0.0585,3.7629,0.0133,0.0171,0.0153,-0.6975,0.0575,0.7625,0.0422,-0.08,-0.2952,0.0236,-0.008,-0.0882,-0.022,-0.107,-0.235,0.031,0.095,-0.06,28.09,-16.34,-75.66,8.95,-23.18,-34.65,0,0,0,-0.5637,-0.1753,0.0247,0.2,-8.3,-8
945,0.41,2.57,-1.61,0.9926,2.5567,-3.8229,0.0077,0.0018,0.0449,-0.2725,1.01,-0.23,-0.1722,-0.0842,-0.0792,-0.0322,-0.0011,-0.0043,-0.051,-0.191,-0.222,-0.018,-0.083,0.096,-26.02,-23.32,85.47,1.46,-0.52,9.81,0,0,0,-0.0594,0.6405,-0.2405,-6.2,3.2,-3.1
946,-0.91,0.92,-0.87,0.6768,1.3573,0.6606,0.0038,0.0029,0.0031,-0.07,-0.1525,0.4275,0.0561,-0.0045,0.0672,-0.0168,-0.0051,0.0301,0.009,0.004,0.02,0.01,-0.005,-0.004,-33.53,-89.7,-81.02,13.06,-19.9,13.66,0.24,0.58,5.72,-0.1,-0.24,0.47,0.5599,-3.1908,2.4066
947,-0.15,-1.19,-1.55,-1.4461,-2.1911,-6.2721,0.0068,0.0183,0.0094,-0.125,1.2475,1.5325,-0.0457,0.1166,0.1469,-0.1057,0.0687,0.1639,0.046,0.2,0.272,-0.05,0.056,0.229,34.8,71.77,143.89,0.95,16.37,47.05,0,0,0,0.0027,1.0315,0.844,0.4,16.9,10.2
948,-0.83,-0.85,-4.42,-0.418,-2.7662,-7.2842,0.0052,0.0054,0.0082,0.0675,-3.12,-4.4525,0.0323,0.0789,0.1823,0.0278,0.0439,0.0765,0.005,0.07,0.146,0.005,0.043,0.124,-19.35,-7.99,33.32,5.34,10.57,39.11,-0.03,0.05,-0.61,0.11,-0.01,-0.39,0.2368,-7.3174,-13.5492
949,-1.51,-2.3,1.43,-0.6207,-1.4439,0.9284,-0.0034,0.0013,0.0087,-0.015,-0.365,-0.035,-0.0529,-0.0348,-0.1769,-0.008,-0.0206,-0.0974,0.021,0.008,-0.057,-0.013,-0.012,-0.011,13.55,19.1,-112.02,20.4,21.62,-30.7,-0.08,1.45,1.46,-0.09,-0.05,-0.08,-1.2703,2.0484,2.7406
